,name,rate,review
5700,바캉스인미사,,인테리어도 멋지고 커피도 맛있고 브런치도 예술인 곳!!!! 편안한 분위기에서 즐겁게 이야기하고 먹고 나왔습니다~~ 사장님이 정말 친절하시고 너무 마음에 들어서 다음에 또 방문하고싶어요!! 🥰🥰🥰
5701,바캉스인미사,,"맛있게 잘 먹었습니다. 음식은 흠 잡을 곳이 없었어요.하지만 주차는 길가에 해야하고, 서빙도 직접 해야하고 키가 크신 분은 자리도 좀 불편할 듯 싶습니다."
5702,바캉스인미사,,브런치는 처음 먹어봤는데 정말 맛있어요 ! 프렌치토스트 진짜 너무 맛있어서 반해버렸어요 !!! 구성도 알차고 양도 많아서 배부르더라구요 ㅎㅎ 음료는 수박주스 대추천입니다🩷 재방문의사 100🌟
5703,바캉스인미사,,맛잇게잘먹었어여감자스프 맛잇구 토스트도 맛잇어여가볍게먹기조은듯! 바나나맛잇음
5704,BBQ치킨 감일점,,마트에서 장보고 배달걸어두고 그냥 가기 아쉬워서 맥주한잔하러 들어왔어요 갓튀긴 치킨 매콤바삭하니 너~무 맛있고 낮맥주2900원에 싸게 잘 마시고 왔습니다👍🏻👍🏻👍🏻사장님 항상 너~무 친절하셔서 혼자서도 편하게 잘 먹고온답니다💕
5705,BBQ치킨 감일점,,비비큐 반마리 이벤트 좋네요이벤트끝나기전에 또 먹어야겠어요
5706,BBQ치킨 감일점,,갓튀긴 치킨 맛있어요 ㅎㅎ
5707,BBQ치킨 감일점,,자메이카 소떡만나치킨 맛있네요  남편의 최애음식이 되었어요
5708,BBQ치킨 감일점,,"황올 콤보 주문27,000원큰 닭다리5개랑 윙봉날개 들어있어요황올 맛있음"
5709,BBQ치킨 감일점,,지인들과 좋은시간 보냈어요!
5710,BBQ치킨 감일점,,신메뉴 땡초 맛있게잘먹었어요 준비 바로되서 금방 받았습니다^_^
5711,BBQ치킨 감일점,,치킨 나오자마자 바로 먹을수 있어서 좋아요
5712,BBQ치킨 감일점,,맛있어요
5713,BBQ치킨 감일점,,"역시 BBQ는 언제 먹어도 맛있습니다!!^^ 아이들이 저번에 먹고는 여기 맛있자고 먹고싶다고 해서 간거였어요. 모두 친절하시고, 기본 반찬(?) 양배추 샐러드, 무, 건빵, 강냉이도 있고 좋았습니다.^^"
5714,뜸들이다 하남미사점,,가격이 조금 올랐지만항상맛있게 먹는 애정식당이에요
5715,뜸들이다 하남미사점,,어깨살 간장덮밥 맛있어요! +어니언 크런치 +아보카도 추가했는데 최고!유자 단무지도 맛나요! 
5716,뜸들이다 하남미사점,,오랜만에 명란이 먹고 싶어서 도란도란이랑 소세지로제덮밥을 먹었어요 도란만 먹어봤는데 로제덮밥도 소세지도 뽀독뽀독 맛나고 매콤한것이 계속 당기는 맛이네요 ㅎ 사장님도 친절하시고 맛있는 점심이었습니다!! 
5717,뜸들이다 하남미사점,,저렴한가격에 맛있게 잘 먹고갑니다:) 사장님 친절하셔서도 더 좋았어요~ 다음에 또올게용♥️
5718,뜸들이다 하남미사점,,맛있네요. 양도 많아요. 카레 맛있어요. 
5719,뜸들이다 하남미사점,,주변에서 맛있다구 해서 왔는데 정말 맛있어요~~무엇보다 사장님께서 너무 친절하시니 기분 좋게 먹었네요 ㅎㅎ 학생들은 부족하면 더 주신다고 하시네요~ 이런 마인드를 가지고 장사하시는 분들 많이 없는데 여긴 사장님이 마인드가 완전 좋으신 것 같아서 다음에 또 갈 생각입니당~ 가격도 싸구~ 맛도 있고~ 여기 강추합니당!!💕💕
5720,뜸들이다 하남미사점,,학원 전후로 혼밥 하러 자주 가는데 너무 맛있고 사장님이 엄청 친절하세요 ㅜㅜ 부족하면 밥도 더 주신다고 하시구 밥 하나 시켰는데 음료도 챙겨주세요 ㅠㅠ 정말 감사합니다 앞으로도 자주 이용할게요 !! 
5721,뜸들이다 하남미사점,,도란도란 참 맛있어요. 동료도 맛있다고 하고요
5722,뜸들이다 하남미사점,,좋아요
5723,뜸들이다 하남미사점,,자극적이지 않고 부담없는 맛이에요. 맛있게 먹었어요. 먹고나서도 속도 편했어요.
5724,배떡 하남미사점,,소문으로만 듣던 마라로제!맛있었어요😋
5725,배떡 하남미사점,,로제떡볶이 포장했는데 맛있어요. 내용도 알차고
5726,배떡 하남미사점,,좋아요
5727,배떡 하남미사점,,맛있어요 포장할인 1000원 넘 좋아요
5728,배떡 하남미사점,,맛있어요 
5729,배떡 하남미사점,,로제떡볶이 너무 마시땅
5730,배떡 하남미사점,,언제적 배떡인가 .. 클래식은 클래식이네요
5731,배떡 하남미사점,,국물떡볶이 아이들이 좋아해요
5732,배떡 하남미사점,,맛있어요
5733,배떡 하남미사점,,
5734,오븐마루치킨 하남미사점,,젊은 직원분이 안 계실때는 주문실수나 메뉴가 늦게 나오는 경우가 있어 아쉽긴 하지만🥲친절하시고 치킨도 맛있어요 :)
5735,오븐마루치킨 하남미사점,,파닭현미베이크 핵맛탱이에요!파도 듬뿍 얹어주셔서 너무 좋아요 😍 치즈스틱도 안에 치즈랑 고구마가 같이 들어있어서달달하고 부드러워 맛있습니당 ㅎㅎ
5736,오븐마루치킨 하남미사점,,가격도 착하고 맛도 착해요 양념 현미베이크 진짜 맛있어요
5737,오븐마루치킨 하남미사점,,신메뉴먹었는데 마싯어요!!
5738,찌엔용,,아늑하고 차분한 분위기의 중식당이었어요! 찌엔용의 시그니처인 동파육은 정말 맛있어서 소스까지 남김없이 먹었답니다. 👍🏻 게살볶음밥과 같이 먹으면 더욱 맛나요!! 재료도 신선하고 양도 많아요! 데이트하기에도 너무 좋은 분위기입니다.
5739,찌엔용,,"부모님 모시고 갈 만한 미사맛집 찾아보다 찌엔용 가게 되었어요. 짬뽕, 유린기도 다 맛있지만 삐양삐양미엔이 정말 이국적이고 맛있더라구요! 직원분들도 친절하시고 음식도 맛있어서, 미사역 가족모임 장소로 추천해요!"
5740,찌엔용,,정말 맛있고 메뉴도 다양한데 속도 편하더라고요~짜장면먹으면 엄청 더부룩한데 맛있게 잘 먹고 왔습니다. 유린기도 정말 맛있었어요~
5741,찌엔용,,"홍콩식동파육, 탕수육, 게살볶음밥 다 너무 맛있어요.동파육에 들어간 가지튀김 맛도리구요.탕수육은 옴총 큼지막한 고기 덩어리서 나오는 육즙이 예술입니다.게살볶음밥에 짜장소스도 너무 맛있네요.다음번엔 면요리 먹으러 조만간 재방문 할 예정입니다."
5742,찌엔용,,찌엔용 진짜 미사 중식 맛집이에요! 저는 오픈런해서 바로 들어갔구요! 안그러면 대기 발생해요~! 유린기 너무 맛있고 스테이크 짜장 먹어봤는데 너무 맛나요!! 짬뽕도 꼭 시켜야하는 필수메뉴입니당~!
5743,찌엔용,,유린이 맛집인 것 같아요너무 맛있게 먹었어요 :)
5744,찌엔용,,요기 정말 분위기 너무 좋네요중식느낌이 아니에요 인테리어도 너무 잘되서 눈도 호강했어요남편이랑 데이트로 여기 갔는데 완전 대만족동파육이랑 짬뽕 먹었는데 동파육은 처음 먹었는데 세상에 이렇게 맛있는 음식일줄이야안에 가지와 청경채가 함께들어있고 동파육이 진짜 너무 부드러워서 입에 들어가자마자녹아요 녹아짬뽕도 깔끔하고 담백한 느낌의 짬뽕이고국물도 너무 시원해서 만족이었어요등갈비튀김이라는 메뉴도 있던데 너무 궁금하네요ㅠ 꼭 재방문해서 먹어봐야겠어요 사장님 너무 잘먹었습니다!
5745,찌엔용,,"등갈비튀김, 짬뽕 전체적으로 맛이 깔끔하고 좋았어요. 너무 짜지 않아서 좋았습니다!^^"
5746,찌엔용,,동파육이랑 xo게살볶음밥 그리고 연태소 1병!둘다 맛도리 입니다:-)게살볶음밥의 짜장맛보고서 나중에는 짜장면 맛이 너무 궁금해서 또오려구요 군만두는 서비스 받았어용😀😀여기 가족단위로도 많이 오시더라구용 :) 단체모임하기에는 맛도 있고 중식이라는 메뉴도 괜찮고 😀
5747,찌엔용,,등갈비튀김 너무 맛있어요후추가 가득 뿌려져 있어서 느끼하지 않고 매콤하고 기름도 쫙 빠져서 깔끔해요요리메뉴 맛있어 보이는 것 너무 많던데 여러명이서 와서 시켜서 나눠먹어도 좋겠어요!점심시간에 보니 끊임없이 손님 오던데 주말엔 웨이팅 고려해야겠는걸요ㅎㅎ또 들릴게요!잘 먹었습니다😆
5748,하남소곱창전골 불향기,,"동네에 이런 맛집이 있는 줄 몰랐네요. 왜 이제서야 왔는지ㅜㅜ전골도 곱창도 너무 맛나요. 본 메뉴 나오기 전에 철판계란후라이, 파김치, 깍두기 부터 알아봤습니다. 여긴 맛집이라는거~~ 두번오세요, 무한번오세요. 너무 맛있게 먹고가용~♡"
5749,하남소곱창전골 불향기,,3인가서 곱창 2인분에 전골1인 먹었는데 너무 맛있게 먹었습니다. 반찬도 너무 맛있고 처음주신 계란 프라이에 소주  한병각. 묵은 김치들 너무 맛있어요  ㅎㅎ 오뎅탕에 또 한병각. 술을 부르는 맛 입니다.  곱창전골도 맛있고  강추 입니다.    묵은 파김치 완전 강추  !!!!! 하남 지인덕에  맛집 찾았습니다.
5750,하남소곱창전골 불향기,,대창모듬이랑 곱창 시킨거에요. 양도 많고 밑반찬들 다 맛있습니다. 오뎅탕도 있고 김치종류도 많고 다 맛있아요. 곱창 대창 모두 많이 주셔서 곱창으로 배부른적은 첨이에요~ 실내가 작아도 술마시기 분위기 좋고 저는 초저녁에 고딩 아이랑 왔는데도 괜찮있어요. 완전 강추 합니다~~
5751,하남소곱창전골 불향기,,곱창전골이 갑자기 먹고싶어서 미사에서부터 폭풍검색해서 찾아찾아 멀리온 보람이 있었어요~신랑이 술 계획이 없었는데 ㅜ 갑자기 2병을 마셔서 초보가 운전해서 돌아왓네요 ㅎ
5752,하남소곱창전골 불향기,,가성비가 나쁘지않은 집이에요
5753,하남소곱창전골 불향기,,하남 토박이들 맛집이에요싱싱한 곱창이 입 안에서 살살 녹아요 !!사장님도 친절하시고 맛은 .. 말 할것도 없어요❤️
5754,하남소곱창전골 불향기,,"웨이팅 없으 바로 자리 잡을 수 있었어요. 기본 반찬으로 계란후라이, 뻔데기, 오뎅꼬치, 겉절이, 파절이 등등등 엄청 많이 나와요. 본 메뉴로 소곱창구이를 2인분 시켰는데 초벌구이 다 해주셔서 주시고, 속에 곱도 엄청 많아 고소하니 맛나요!!"
5755,하남소곱창전골 불향기,,첫 방문이구 가기 직전에 전화해보구 갔어요 테이블이 넉넉한 편은 아니에용사장님도 너무 친절하시고 반찬도 깔끔하고 맛있었어요 곱창전골도 너무 양도 괜찮고 맛은 뭐 말 뭐👍🏻분모자 사리 맛있어요 볶음밥 먹었는데 다음에는 계란죽으로 먹어볼려고요 맛있는 식사 감사하고 번창하세요~😋
5756,하남소곱창전골 불향기,,얼클한 곱창전골 맛있게 잘 먹었어요반찬도 맛있게 먹고 재방문 의사 있음
5757,하남소곱창전골 불향기,,곱창 너무 맛잇어요!!!! 가격도 가성비 좋고 곱도 많고 반찬도 맘에들어요 담에 또 올게요 !
5758,쭈니네랭삼,,"아늑한 분위기에 매장이 깔끔했어요, 고기도 맛있고^^ 반찬이 정갈하게 나와서 좋았고 찌개도 맛있었어요~"
5759,쭈니네랭삼,,와 사부자집!! 찐 맛집 인정입니다! 햄을 왕창 넣어주는 부대찌개 처음이에요ㅠㅠ! 왕 감동이에요엄청 맛있고 친절해요~^^ 가시는 분들 후회없으실듯! 단골들 엄청 많으시고 술집으로도 딱이네요!!💕 또 가야지☺️
5760,쭈니네랭삼,,오랜만에  냉삼먹고싶어서 하남시청주변  찾은  쭈니네냉삼  너무맛있었네요~^^야채도싱싱하고 매장도깔끔  즐거운저녁한끼 너무잘먹었어요!ㅅㅏ장님  다음에  또올께요~^^
5761,쭈니네랭삼,,잘 먹고 갑니당!맛나용 ㅎㅎ 추천 술이 술술 많이 먹었네요 ㅎ 다이어트는 투모로우로 ;ㅎ
5762,쭈니네랭삼,,😢 
5763,쭈니네랭삼,,그닥
5764,쭈니네랭삼,,굿
5765,쭈니네랭삼,,친절함만 추가하면  좋은 곳입니다
5766,쭈니네랭삼,,ㅎㅎㅎ
5767,쭈니네랭삼,,맛있네요 크게 비싼감은 없고
5768,원조 부안집 하남풍산역점,,고기가 맛있어요부드러우면서 씹는 식감이 좋아요10분밥도 맛있고 살얼음물쫄면도 맛있었습니다맛있게 잘 먹었어요이 글은 본 업체로부터 서비스를제공받고 솔직하게 작성한 글입니다
5769,원조 부안집 하남풍산역점,,오늘은 원조부안집 하남풍산역점에 다녀왔다 주변 이마트에갔다가 고기가 맛있다고해서 찾아간집ᆢ 일단 주차장이 맘에들었다  주차하고 고기먹으러 우리는 목살과 쫄깃살을시켰는데 사장님께서 직접구워주셔서 편히먹을수있었다 고기를 더먹을까하다가 밥을시켰는데 양이 얼마나 많은지 조금 남기고 물쫄면하나먹어보자고하여 배부르게 먹고왔다 자리도 넓고 주차하기편해서 모임하기 좋은장소이니 고기먹으려면 원조부안집으로~~~~가세요~
5770,원조 부안집 하남풍산역점,,"원조부안집 하남풍산점에서 원조한판을 직접 먹어봤는데, 정말 기대 이상이었어요. 육즙 가득한 목살은 씹을 때마다 고소함이 퍼졌고, 숙성삼겹은 깊은 풍미 덕분에 더 특별하게 느껴졌어요. 쫀득살은 이름 그대로 쫀득한 식감이 계속 손이 가게 했고, 항정꽃살은 담백하면서도 촉촉해서 완벽한 밸런스를 자랑했어요. 직원분이 직접 구워주셔서 편하게 먹을 수 있었고, 대파김치랑 멜젓도 너무 잘 어울려서 정말 만족스러운 한 끼였어요!"
5771,원조 부안집 하남풍산역점,,하남풍산역 맛집 부안집 유명한 이유 있더라구요~꼬들살 정말 쫀득 꼬들! 센 불에 고기 구우니 기름 빠지고 육즙 남고 불맛도 나더라구요~ 함께 나오는 김찌는 꼭 드셔보세요!전라도 김치도 끓여진 깊은맛과 대파김치 함께 구워 먹으면 조합최고!
5772,원조 부안집 하남풍산역점,,숙성고기라 그런가요 왜이리 맛있는거죠? 육즙목살 너어무 부드러웠고 쫀득살은 진짜 쫀득하니 맛있었어요! ㅎㅎ 아이 없이 바로 구워 먹는 고기맛이 어떤지 아실거에요 세엄마 너무 행복했네요! 그뿐인가요? 김치찌개도 10분밥도 살얼음물쫄면도 정말 맛있었어요! 너무 배불리 잘 먹었고 다음에는 각자 가족들 데리고 오자 하면서 나왔네요 ㅎㅎ
5773,원조 부안집 하남풍산역점,,"초딩 아들이 가장 좋아하는 고깃집이예요~!역시 오늘도 맛있는 고기와 껍데기와 십분밥!!조합이 참 좋아요~ 고기도 맛있게 구워주시고, 모든 직원분들이 친절하셔서 편하게 먹고갑니다♡"
5774,원조 부안집 하남풍산역점,,두툼한 고기 먹으러 방문했어요! 매장도 넓고 숯불로 구워주는 집이라 편하게 먹고 왔어요👍🏻 밑반찬도 많고 매장 뒤 주차장 이용할 수 있어서 자주 방문 할 것 같아요! 후식으로 10분밥이랑 살얼음물쫄면도 추천하고 10분밥은 바로 밥을 지어서 주시는거라 정말 10분정도 걸리니 미리 주문하세요!!!
5775,원조 부안집 하남풍산역점,,너무너무 맛잇는 부안집 쫀득살 ㅠㅠ✨️✨️ 몇번째 방문인지 모를정도로 자주 오는데요 !!! 오면 쫀득살은 필수 ㅋㅋㅋ 목살도 부드러우면서 맛있지만 오늘은 쫀득살만 먹었어요!! 서비스로 주는 김치찌개도 양 많고 특히 버터밥은 꼭 드세요 존맛탱임
5776,원조 부안집 하남풍산역점,,"하남풍산에 부안집 자주오는곳~사장님들이나 알바분들 짱친절~고기도잘구워주시고,특히 서비스로 나오는 김치찌게가 JMT입니다요^^~"
5777,원조 부안집 하남풍산역점,,집근처에서 맛있게 먹었던 원조부안집!!! 없어져서 넘 아쉬웠는데 이번에 강아지랑 같이 밥먹을 곳 찾다가 오게되었어요 ㅎㅎ 역시 너무 맛있네요❤️ 고기도 직접 구워주시고 가성비 최고에요 짱짱
5778,용광루,,짜장면 비비다 찰칵 양념이 짜지 않고 맛있어요 사진은 못찍었는데 차돌짬뽕이 예술입니다 신선한 해산물도 가득해서 감탄하며 먹었어요 가성소다로 빵빵한 해산물이 아니어서 정말 좋았습니다 오랫만에 맛있는 짬뽕 먹었어요
5779,용광루,,테라스자리에서 순수짬뽕+유니짜장 먹었습니다.짜장면 잘하는 중화요리집 찾기 어려운데 일부러 찾아와서 먹게 되는 음식점이에요.주차도 할 수 있어서 좋아요 :)배달도 당연히 되던데 와서 먹게 되더라구요 ㅎㅎ
5780,용광루,,가보고싶던 집인데 어제 늦은밤 첫방문!완전 맛있네유..? 탕수육이 갬덩ㅠ🩷짬뽕국물도 완전 시원함
5781,용광루,,팔보쟁반짜장 맛있어요~👍다른 메뉴도 맛나 보였는데배가 불러 더 시키진 못했네요사장님도 친절하세요
5782,용광루,,짬짜면 같은 메뉴가 있어서 골고루 먹을 수 있어 좋았어요.
5783,용광루,,푸짐하고 양도 많고 맛이 있는 잡채밥 짬뽕 국물 서비스까지 즐기고 갑니다
5784,용광루,,여기도 선선할때 밖에서 중식먹기 좋더라구요!유니짜장이랑 탕짬면!!! 잘먹고갑니동나중에 요리도 한번 주문해보려구여😉😉...다리는 잠시 모기밥됨 ㅠㅠ
5785,용광루,,"사장님이시겠죠? 여성직원분 굉장히 불친절해요..;; 동네식당에서 친절까지 바라는건 아닌데요. 밥 먹으러 갔다가 내 기분까지 잡치고온 상황이 화가나서 영수증 고이 받아왔습니다,,^^ 무엇 때문인진 모르겠지만 기분 안좋으시면 퇴근하시는게 낫지 않을까 싶어요. 그래도 맛있어서 배달이나 포장 자주했는데 오늘이 마지막이라 리뷰남깁니다 !!^^"
5786,용광루,,사천탕수육이랑 간짜장 먹었습니다!양도 푸짐하고..간짜장에 야채도 푸짐하고 무엇보다 음식이 다 맛있어요👍🏻 미사역에 중식집은 처음인데 다른곳 안가도 될거같아요!!
5787,용광루,,맛있게 먹었어요.
5788,키슬,,"하남 미사역 맛집 ""키슬 kiseul""?​✔️ 철 따라 다양한 모습의 힐링 공원(망월천 수변공원) 이탈리아 음식 전문점!✔️ 지하철역과 가깝고 주차 가능하여 접근성이 좋음✔️ 부부가 운영으로 음식 신뢰감 ⤴️✔️ 제철에 맞는 식재료를 사용하며 파스타, 뇨끼, 리조또 등 자신 있는 몇몇 메뉴에만 집중!기대하지 않고 동료의 추천에 끌려가듯 방문한 브런치 전문점 캐슬!!음식의 취향이 변하게 된 계기가 될 듯..작지만 의미 있고 가치 있는 음식점 ""키슬""  방문 추천합니다.- 소상공인파트너 조은무나 안문화 -"
5789,키슬,,전부터 계속 가보고 싶었는데 이제 온거 후회할정도로 너무 맛있어서 깜짝 놀랐어요! 뇨끼 나오자마자 순삭하고 오믈렛 리조또도 독특하고 치킨커틀렛은 사이드로 필수 주문해서 먹으면 후회 절대 안해요💗 전메뉴 도장깨기 하러 갈거에요😛
5790,키슬,,너무 만족해서 리뷰 씁니다! 리뷰 이벤트 제외하고 자의로 쓰는건 처음인데 그만큼 맛있어요 ㅠ 친구랑 여름쯤에 왔다가 만족스러워서 어머니 데리구 재방문 했습니다! 여름쯤에는 냉파스타? 먹었었는데 그것도 맛있었지만 오늘 먹은 새우 파스타도 맛있네요! 샐러드도 달고 맛있었습니다 꼭 다시 올게요 번창하세요🥰
5791,키슬,,미사역 근처에 이렇게 분위기 좋은 레스토랑이 있는지 몰랐어요. 바로 앞이 수변공원이라 날 시원해지면 밖에서 먹어도 좋을듯 합니다. 음식 너무 맛있고 가게 분위기도 좋고 정말 강추합니다^^ BGM도 너무 좋아요.
5792,키슬,,뇨끼 대존맛치킨 가성비조아요
5793,키슬,,맛있었어요. 다시오고싶은 곳! 매장이 넓지는 않지만 아늑하고 호수공원이 보여좋았습니다.
5794,키슬,,"우연히 발견한 맛있고 예쁜 이탈리안 레스토랑입니다. 넘 맛있어서 네번째 방문인데 리뷰는 처음 쓰네요. 모든 메뉴가 쉐프님의 독특한 작품같이 어떤 것도 평범하지 않고 맛있었어요. 소스가 특히 일반적인 맛이 아니고 재료도 정성도 많이 들어간 특별한 맛인데 그게 또 아주 맛있어요. 사진이 두개 밖에 없어 아쉽지만 다 먹음직스러워 일단 눈으로 맛있게 먹고 맛을 보면 또 놀라고 했네요. 다양한 연령층과 갔는데- 30 아이부터 70대 선배까지-모두 만족하고 좋아해서, 데려간 사람으로 아주 뿌듯했습니다."
5795,키슬,,"일단  뷰가 좋아서 데이트 하고싶은 아씨들에게 추천하고 싶고요. 그리고  음식이 비싼 갑을 줘도될 정도로 맛있고요, 가격도 적당해요.다음에 와서 치킨 을 4인분 먹을 거예요."
5796,키슬,,흑백 요리사보고 파스타 먹고 싶어서 가족들과 방문했어요!!알리오 올리오 보고 새우 오일 시켰는데 찐입니다.. 찐찐찐 계산할때 흑백 요리사 보시냐고 여쭤봤는데 맙소사.. 흑백 요리사 지원하셨는데 아쉽게 안되셨다고 하시는데 어쩐지.. 진짜 이 가격에 요리 퀄리티 장난 아닙니다.. 다음에 또 올게요!!!
5797,키슬,,먹어본 파스타 중에 가장 맛있었고 매우 만족했습니다!! 감사합니다!!
5798,더 노벰버 라운지(하남풍산점),,쇼파 편안하고 채광도 좋고음료와 디저트 모두 맛있었어요조용한 분위기도 좋아요
5799,더 노벰버 라운지(하남풍산점),,커피도 맛있고 디저트도 맛남ㅋ 무엇보다 넓고 쾌적함
5800,더 노벰버 라운지(하남풍산점),,굿굿 쉬기 좋아요 ㅎ
5801,더 노벰버 라운지(하남풍산점),,The november 라운지 하남풍산점고즈넉이 쉬어 가기 좋습니다.분위기에 취해봅니다.
5802,더 노벰버 라운지(하남풍산점),,"하남에 이렇게 크고 이쁜 카페는 처음인것 같아요🫢 노트북 들고 방문했는데, 노트북 작업 or 공부에도 최적화 되어있고 편안하게 대화 나누기에도 너무 좋은 공간이에요🥹 커피랑 디저트 맛집으로도 유명해서 기대하고 방문했는데, 친절하게 안내해 주셔서 더 좋았습니다💗 여기 모르는 분 없게 해주세요!! 꼭 추천드려요🫶🏻"
5803,더 노벰버 라운지(하남풍산점),,자주 방문하는 카페인데 24시간 영업해서 시간에 구애받지 않아서 너무 좋아요 ㅎㅎ!베이글은 이번에 처음 먹어봤는데 훕훕베이글이더라구요?넓고 쾌적해서 공부 또는 업무 하러 오기에도 좋고 데이트 하러 오기에도 좋은 곳이랍니다💖
5804,더 노벰버 라운지(하남풍산점),,"아이스크림 라떼가 맛있는 하남대형카페 더노벰버라운지💕 1,2층을 다 써서 넓고 주차가 가능한 24시간 하는 카페라 자주 오게 될 거 같아요! 커피메뉴뿐만 아니라 생과일스무디도 있고 디저트도 베이글 치즈케이크 와플까지 종류가 다양해서 브런치 데이트로 오기에도 좋아요 피자도 토핑 듬뿍 올려주고 도우가 진짜 맛나요❗️"
5805,더 노벰버 라운지(하남풍산점),,아이스바닐라라떼 좋아하는데 여기는 하겐다즈아이스크림이 올라가네요?ㅋㅋ커피잔도 크고분위기도조용하니 책읽기도 좋네요24시간이라 늦은시간에와도  좋을거같네요
5806,더 노벰버 라운지(하남풍산점),,주말 저녁에 방문했는데 진짜 사람 너무 많아요 많아도 너무 많아요 학생들이 많이 이용해서 카페가 아니라 학교인줄 알았어요1-2층까지 자리 꽉차있고 빈자리 찾으려면 최소 15분정도는 기다려야 해요 ㅜ주말보다는 평일에 이용하면 좋을듯 합니다음료는 딸기요거트보다 망고요거트스무디가 더 맛있었어요 !
5807,더 노벰버 라운지(하남풍산점),,"하남카페 The november 라운지 하남풍산점에서 크로와플, 트리플페페로니, 아메리카노 이렇기 먹고 왔어요!일단 카페 규모가 정말 커서 놀랬어요! 통창으로 뷰도 좋고 분위기도 너무 좋고요! 2층에는 은은하고 차분한 분위기가 책 읽기에도 엄청 좋습니다! 거기에 24시간 영업이라 부담없이 언제나 이용 가능합니다!메뉴들도 하나하나 맛있고 특히 크로와플에는 하겐다즈 아이스크림을 가득 올려주셔서 가성비도 좋아요! 분위기가 특히 너무 좋았고 대형카페에서 느껴지는 여유로움이 힐링하기에 좋은 카페였네요! 완전 굿!!"
5808,진 미사포구,,진미사포구 회가 맛있고 스키다시 다 맛있어요😃 미사 숨은 맛집이네요😆 미사 어설픈 횟집보다 정말 베리굿입니다🙂
5809,진 미사포구,,내 회 맛집용 먼가 깔끔하고 맛나는 횟집!!회먹을땐 항상 찾는 곳이예요!!🤗
5810,진 미사포구,,깔끔하고 맛나요
5811,진 미사포구,,여긴 사뽀로 /긴자  보다 회가 맛있어요!!!
5812,진 미사포구,,회가 신선하고 맛있어요😀  스키다시가 잘나오고 친절하고 자주 가는 미사 망월동 횟집이네요😀
5813,진 미사포구,,회는 맛있었구요. 회위주로 먹고 싶었는데 회추가가 안되서 매우 아쉬웠어요. 스끼다시는 말그대로 스끼다시만큼 나왔어요.(평소 회를 좋아해서 스끼다시를 중요하게 생각하지않아요^^;;)다시 방문해서 회를 좀 넉넉하게 먹고 싶네요.
5814,진 미사포구,,굿
5815,진 미사포구,,
5816,진 미사포구,,굿
5817,진 미사포구,,스끼다시 알차게 잘 나오고 회도 싱싱하고 돈 아깝지 않은 맛🥹🥹 또 오고 싶어용
5818,최구야 김치찌개,,😃
5819,최구야 김치찌개,,굿
5820,최구야 김치찌개,,굿
5821,최구야 김치찌개,,굿
5822,최구야 김치찌개,,친절해요 ~~~~~
5823,최구야 김치찌개,,점싱억었어요
5824,최구야 김치찌개,,김치찌개에 고기가 엄청 많아요 먹다 먹다 남을정도 라면사리 추가하면 맛있어요 근데 사장님이 바쁘실땐 좀 불친절하신것 같아요
5825,최구야 김치찌개,,음식 맛있어요~~
5826,최구야 김치찌개,,회식했어요
5827,최구야 김치찌개,,사장님 바뀌고 대중적인 맛의 음식점으로 탈바꿈. 그렇다고 특출나지는 않음.
5828,족슐랭 하남미사역점,,진심 너무맛있어요…👍껍질이 야들야들하며 부드러운데살코기도 부드러워 너무좋고남자친구가 냄새나는 고기 못먹는데 남자친구가 인정할정도로 냄새도안나고 너무 맛있어요~요새 족발집에서 막국수 맛있는집 찾기힘든데여기있습니다~막국수까지 완벽한곳💕족발생각나면 여기만 옵니다 🥰ㅎㅎ
5829,족슐랭 하남미사역점,,튀김족발이 궁금해서 왔는데 치킨같으면서도 매력있고 매운족발이랑 반반해서 먹으니까 바삭하고 매콤하고 조합 최고였습니다!!
5830,족슐랭 하남미사역점,,갈 때마다 너무너무 맛있게 먹는 족슐랭! 사장님도 친절하시고 ㅎㅎ 재미있으세요~ 메인부터 사이드까지 모든 메뉴가 다 맛있는 족발 맛집 인정입니다!👍👍👍
5831,족슐랭 하남미사역점,,"지나가며 족발집이구나 생각만하다가 기대안하고 들어갔는데요, 여기 데이트 맛집입니다…!!!아니 족발집 안에 엘피바가???!!!족발도 진짜 맛있었고요 사장님이 8090 노래를  골라골라 틀어주시는데 갬성 미쳤고요..!!너무 재밌었어요 낭만 추억여행♥️♥️👍다음에 족발먹고싶으면 전 이 곳으로 재방문 해서 올래요ㅠㅠ 사장님 홍보 열심히 하십셔😋"
5832,족슐랭 하남미사역점,,후기검색후 갔어요. 시간이 안되서 토요일 오픈하자마자 갔는데. 사장님. 직원분 친절하시고 맛도 아주 좋고요👍👍정말 맛있게 잘 먹었어요~담에 또 가야지~
5833,족슐랭 하남미사역점,,족발도 직접삶아서 고기가 야들야들하니 너무 맛있어요. 김치도 직접 담궈서 주니 믿고 먹을수 있어 너무 맛있어요. 강추^^
5834,족슐랭 하남미사역점,,맛있어요친절해요!주차도 편해요
