업종명,업소명,소재지(도로명),소재지전화
일반음식점,신점카페,경기도 하남시 신평로 75  4층 (신장동),
일반음식점,마라탕에 빠진날,경기도 하남시 신장로 132  2층 (덕풍동),
일반음식점,사모님 토스트,경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 1층 1043호 (망월동),
일반음식점,퇴촌중앙갈비 하남점,경기도 하남시 신장1로 28  1층 일부호 (신장동),
일반음식점,야미야미,경기도 하남시 미사강변중앙로111번길 55  1층 일부 (풍산동),
일반음식점,타코야끼,경기도 하남시 미사강변중앙로 190  하남미사 롯데캐슬 스타 175호 일부호 (망월동),
일반음식점,배달의치킨 본점,경기도 하남시 미사강변중앙로 212  미사강변 안강프라이빗뷰 2층 202호 (망월동),
일반음식점,조개호,경기도 하남시 미사강변중앙로 189  에코브리지2 116호 (망월동),
일반음식점,스타필드 하남 와인클럽 THN,경기도 하남시 미사대로 750  스타필드 하남 지하2층 (신장동),
일반음식점,자담치킨 미사중앙점,경기도 하남시 미사강변북로 32  1층 일부호 (망월동),
일반음식점,솔숲,경기도 하남시 초일로166번길 50  1층 (초일동),
일반음식점,타코야끼 호두과자,경기도 하남시 미사강변한강로 135  미사강변 스카이폴리스 나동 1층 166호 일부호 (망월동),
일반음식점,봉맥,경기도 하남시 미사강변북로30번길 41  1층 일부호 (망월동),
일반음식점,남향,경기도 하남시 하남대로284번길 9  1층 (상산곡동),
일반음식점,바티토,경기도 하남시 미사대로 410  미사강변 오벨리스크 2층 218호 (망월동),
일반음식점,철뚝집 북위례직영점,경기도 하남시 위례대로 220  위례 지웰푸르지오 1층 103A호 (학암동),
일반음식점,소코아 하남감일점,경기도 하남시 신우실로 67  J&B프라자 201호 (감일동),
일반음식점,스트릿1988 하남감일점,경기도 하남시 감일백제로180번길 17  퀸즈에비뉴 1층 110호 (감이동),
일반음식점,스파게티스토리 스카이폴리스점,경기도 하남시 미사강변한강로 135  미사강변 스카이폴리스 나동 1층 나 133호 (망월동),
일반음식점,휴식,경기도 하남시 미사강변중앙로 200  e편한세상 시티 미사 2층 204호 (망월동),
일반음식점,이레푸드,경기도 하남시 하남대로 990  로얄팰리스 테크노1차 1층 106호 107호 (풍산동),
일반음식점,카츠백 미사점,경기도 하남시 아리수로 570  효성헤링턴타워더퍼스트 1층 1051호 (망월동),
일반음식점,숲속의물고기,경기도 하남시 하남대로292번길 20  2층 일부호 (상산곡동),
일반음식점,아라치 하남미사점,경기도 하남시 미사강변중앙로 181  1층 110호 (망월동),
일반음식점,얼쑤,경기도 하남시 미사강변남로 91  르보아파크 Ⅱ 1층 101호 (망월동),
일반음식점,조개야 조개구이,경기도 하남시 미사강변중앙로 200  e편한세상 시티 미사 1층 102  103호 (망월동),
일반음식점,홍자씨 샌드위치 하남미사점,경기도 하남시 미사강변서로 45  상가308동 지1층 105호 (풍산동  미사강변동원로얄듀크),
일반음식점,호미스피자 미사점,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1층 1044호 (망월동),
일반음식점,참숯 소한마리 정육식당,경기도 하남시 미사강변중앙로7번안길 25  u-테크밸리 C동 1층 101호 102호 (풍산동),
일반음식점,로우프레스(lowpress),경기도 하남시 미사강변한강로 270-1  미사강변 호반 써밋 201동 1층 1-158호 (망월동),
일반음식점,샵(#)카페,경기도 하남시 위례대로 190  위례 효성해링턴 타워 1층 150-1호 (학암동),
일반음식점,고래맥주창고(하남미사점),경기도 하남시 미사강변동로 121  더랜드시티 1층 106호 (망월동),
일반음식점,돼지통,경기도 하남시 미사강변중앙로204번길 22  미사 마이움 센트럴 아케이드 1층 107  108호 (망월동),
일반음식점,짜글이 잘하는집 하남미사점,경기도 하남시 미사강변남로 125  미사역마이움푸르지오 102동 1층 112호 (망월동),
일반음식점,고인돌,경기도 하남시 미사강변동로84번길 20  퀸즈파크 미사1차 1층 107  108호 (망월동),
일반음식점,육회바른연어 하남신장점,경기도 하남시 신평로 68  1층 일부호 (신장동),031 -8027-8033
일반음식점,어반스페이스 하남미사점,경기도 하남시 미사강변중앙로7번안길 25  u-테크밸리 1층 A-106호 일부호 (풍산동),
일반음식점,(주)유니버셜푸드,경기도 하남시 하남대로249번길 16-17  1층 (상산곡동),
일반음식점,바우하우스,경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 2층 2038호 일부호 (망월동),
일반음식점,별난아재맥주 하남미사점,경기도 하남시 미사강변한강로158번길 52  1층 일부호 (망월동),
일반음식점,원시인쪽갈비 미사점,경기도 하남시 미사강변한강로 319  천지인파크 1층 110호 (망월동),
일반음식점,카페 브릿지,경기도 하남시 덕풍동로 111-15  리치플러스 하남센터 3층 308호 (덕풍동),
일반음식점,플로피(floffee),경기도 하남시 미사대로 540  현대지식산업센터 한강미사2차(26BL) 1층 BC01-013호 (덕풍동),
일반음식점,한촌설렁탕 미사역점,경기도 하남시 미사강변남로 99  더 오페라2 1층 115호 116호 (망월동),
일반음식점,뿔난황소곱창 하남미사점,경기도 하남시 아리수로 570  효성헤링턴타워더퍼스트 1층 1022호 (망월동),
일반음식점,라홍방마라탕 감일점,경기도 하남시 감일백제로 89  성준프라자 1층 105호 106호 (감이동),
일반음식점,타타스 하남미사점,경기도 하남시 미사강변대로 206  리더스프라자 1층 105호 (망월동),
일반음식점,치치가,경기도 하남시 미사강변중앙로 219  레이크힐 1층 105호 (망월동),
일반음식점,바른곱창,경기도 하남시 하남유니온로 70-1  1층 108의 일부호 (신장동),
일반음식점,릴리 시나몬,경기도 하남시 미사강변중앙로 200  e편한세상 시티 미사 1층 126호 (망월동),
일반음식점,미사역 김밥,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 지1층 B1078호 (망월동),
일반음식점,화포식당 미사강변점,경기도 하남시 미사강변한강로 165  현대클러스터 한강미사3차 2층 에이씨02-0016호 에이씨02-0017호 (망월동),
일반음식점,뱃살도둑 감일점,경기도 하남시 감일백제로 161  월드퍼스티 2층 202호 (감이동),
일반음식점,카페 루가노,경기도 하남시 감일로102번길 1  1층 (감일동),
일반음식점,도토리먹은 냉삼,경기도 하남시 미사강변중앙로204번길 45  성산타워플러스 1층 106호 (망월동),
일반음식점,삼형제김밥 미사점,경기도 하남시 미사강변대로 212  미사센트럴프라자 1층 118호 (망월동),
일반음식점,붐치킨,경기도 하남시 신평로 59  1층 일부호 (신장동),
일반음식점,신참떡볶이 하남위례점,경기도 하남시 위례대로6길 95  지1층 106호 (학암동  위례포레자이),
일반음식점,훈(HOON)술,경기도 하남시 미사강변대로54번길 75  홍우프라자 1층 117호 (풍산동),
일반음식점,정성식 본점,경기도 하남시 미사대로 540  현대지식산업센터 한강미사2차(26BL) 3층 AC03-003호 (덕풍동),
일반음식점,정성한줄(미사점),경기도 하남시 미사강변대로226번안길 9  미사드림타워 1층 103호 (망월동),
일반음식점,도미노피자 하남감일점,경기도 하남시 감일로88번길 20  서울빌딩 1층 일부호 (감일동),
일반음식점,코우게츠,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1층 1040호 (망월동),
일반음식점,우리동네밥집 미사본점,경기도 하남시 미사강변동로 72  에스비비즈타워 1층 102호 (망월동),
일반음식점,덕상이네 찹쌀 타코야끼&꽈배기,경기도 하남시 감일백제로180번길 30-1  지1층 114호 (감이동),
일반음식점,백제가,경기도 하남시 감일백제로 83  준메디타워 2층 201호 202호 203호 204호 (감이동),
일반음식점,뚝배기 양평해장국(하남미사점),경기도 하남시 미사강변중앙로204번길 45  성산타워플러스 1층 109호 (망월동),
일반음식점,보드람죽 하남미사점,경기도 하남시 미사강변남로 91  르보아파크 Ⅱ 1층 116호 일부호 (망월동),
일반음식점,더맛있는족발보쌈 미사점,경기도 하남시 아리수로 570  효성헤링턴타워더퍼스트 1층 1016호 1038호 (망월동),
일반음식점,엠바(M BAR),경기도 하남시 대청로 15  오피스텔트레벨 2층 215호 일부호 (신장동),
일반음식점,한강식당,경기도 하남시 미사강변대로54번길 97  한강프라자2 1층 101호 102호 (풍산동),
일반음식점,뒷골목 양푼이포차,경기도 하남시 미사대로 520  현대지식산업센터 한강미사2차(25BL) 2층 CC02-015 019호 (덕풍동),
일반음식점,문어이야기,경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 1층 1038호 (망월동),
일반음식점,효하우스 골목길포차,경기도 하남시 수리북로 10-9  1층 (덕풍동),
일반음식점,해운대연탄생갈비 하남풍산점,경기도 하남시 미사강변중앙로7번안길 25  u-테크밸리 1층 C-103호 C-104호 (풍산동),
일반음식점,쉬즈베이글 미사역점,경기도 하남시 미사강변남로 125  미사역마이움푸르지오 101동 1층 118호 (망월동),
일반음식점,홍그린 로얄 스페셜,경기도 하남시 아리수로 570  효성헤링턴타워더퍼스트 1층 1093호 (망월동),
일반음식점,우애돈카츠,경기도 하남시 미사강변동로84번길 39  에코타워 1층 113호 (망월동),
일반음식점,사계진미 하남점,경기도 하남시 신장로 145  1층 일부호 (덕풍동),
일반음식점,하쿠야,경기도 하남시 미사강변남로 91  르보아파크 Ⅱ 2층 213호 (망월동),
일반음식점,몽땅만두 미사역점,경기도 하남시 미사강변동로 70  더 오페라1 1층 103호 (망월동),
일반음식점,육이구낙곱새 하남미사점,경기도 하남시 미사강변한강로220번길 51  1층 일부호 (망월동),
일반음식점,메이창,경기도 하남시 미사강변대로226번길 64  라임프라자 2층 201호 202호 (망월동),031 -792 -4441
일반음식점,돈까스짱 미사점,경기도 하남시 미사강변대로226번안길 25  디럭스프라자1 1층 114호 (망월동),
일반음식점,먹거리장터,경기도 하남시 역말로 38  1층 일부호 (덕풍동),
일반음식점,크라운호프 하남감일점,경기도 하남시 감일백제로 83  준메디타워 1층 106호 (감이동),
일반음식점,비비큐 위례스타필드점,경기도 하남시 위례대로 220  위례 지웰푸르지오 1층 125호 (학암동),
일반음식점,순대고집,경기도 하남시 미사강변중앙로 218  성산타워 1층 115  116호 (망월동),
일반음식점,신사꽃등심 미사직영점,경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 1층 1106  1107호 (망월동),
일반음식점,옛날닭강정,경기도 하남시 신우실로 67  J&B프라자 1층 101호 (감일동),
일반음식점,크앙분식 하남미사점,경기도 하남시 미사강변대로34번길 100  미사타워 1층 111 112호 (풍산동),
일반음식점,베로(VERO),경기도 하남시 미사강변중앙로111번안길 32  1층 일부호 (풍산동),
일반음식점,팔당돼지수제갈비,경기도 하남시 미사대로 510  한강미사 아이에스비즈 1층 104호  105호  106호 (덕풍동),
일반음식점,밥두공,경기도 하남시 미사강변대로 80  그린프라자 1층 107호 (풍산동),
일반음식점,커피라임,경기도 하남시 미사강변한강로158번길 63  1층 일부호 (망월동),
일반음식점,아빠찜 미사역점,경기도 하남시 미사강변중앙로 200  e편한세상 시티 미사 1층 112호 113호 114호 (망월동),
일반음식점,취향마라마라탕 하남미사점,경기도 하남시 미사강변대로226번길 30  스마트프라자 103  104호 (망월동),
일반음식점,3번가 치킨,경기도 하남시 검단남로 18  1층 (하산곡동),031 -793 -3339
일반음식점,바다 양푼이 동태탕 한강미사대로점,경기도 하남시 미사대로 520  현대지식산업센터 한강미사2차(25BL) 2층 CC02-016~CC02-019호 (덕풍동),
일반음식점,호랑이 타코야끼&카페,경기도 하남시 덕풍동로 111-15  리치플러스 하남센터 1층 110호 (덕풍동),
일반음식점,은주김밥,경기도 하남시 감초로 47  1층 (감북동),
일반음식점,청년부찌냉삼,경기도 하남시 미사강변중앙로 11  두산 더프론트 미사 1층 122~123호 (풍산동),
일반음식점,고돼지 하남점,경기도 하남시 미사강변동로 125  미사푸르지오시티 A동 2층 A-229호 (망월동),
일반음식점,청년감자탕순대국 하남미사점,경기도 하남시 미사강변중앙로 11  두산 더프론트 미사 1층 118~121호 (풍산동),
일반음식점,곰작골나주곰탕 미사역점,경기도 하남시 미사강변동로 127  2층 202호 (망월동),
일반음식점,하남만두 미사점,경기도 하남시 미사강변한강로 270-1  미사강변 호반 써밋 201동 1층 1-205호 (망월동),
일반음식점,냐항바바바 미사역점,경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 1층 1111호 (망월동),
일반음식점,클린7080라이브,경기도 하남시 미사대로 460  4층 418호 (망월동),
일반음식점,음베이커리앤카페,경기도 하남시 미사강변한강로 135  미사강변 스카이폴리스 나동 2층 248호 249호 250호 (망월동),
일반음식점,선비꼬마김밥 위례신도시점,경기도 하남시 위례대로6길 95  제지1층 205호 (학암동  위례포레자이),
일반음식점,치킨갱스터 미사점,경기도 하남시 미사강변한강로 135  미사강변 스카이폴리스 다동 2층 222호 일부호 (망월동),
일반음식점,봉자 막창 하남미사점,경기도 하남시 미사강변남로 99  더 오페라2 1층 109호 일부호 (망월동),
일반음식점,12인치 사운드바,경기도 하남시 미사강변중앙로 219  레이크힐 2층 206호 (망월동),
일반음식점,고매홈파티,경기도 하남시 서하남로23번길 48-22  1층 일부호 (감북동),
일반음식점,투썸플레이스 미사호수공원점,경기도 하남시 미사강변중앙로 223  센트럴파크1 109  204호 (망월동),
일반음식점,설하네 디저트,경기도 하남시 학암로 13-1  1층의 일부 (학암동),
일반음식점,그릭하임,경기도 하남시 미사대로 540  현대지식산업센터 한강미사2차(26BL) 근린생활시설동 2층 AC02-032호 (덕풍동),
일반음식점,저돌 쪽 갈비찜,경기도 하남시 덕풍동로 111-10  트윈렉스1 1층 A-105호 A-106호 (덕풍동),
일반음식점,마케집(미사점),경기도 하남시 미사강변중앙로170번길 10  신성프라자 1층 112호 112-1호 (망월동),
일반음식점,연어로만 미사점,경기도 하남시 조정대로 65  미사강변 유림 노르웨이숲 2층 208호 (풍산동),
일반음식점,탑탑 다이너(TopTop Diner),경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 1층 1105호 (망월동),
일반음식점,마라입구 미사점,경기도 하남시 미사강변대로34번길 90  메인프라자 1층 115호 (풍산동),
일반음식점,오가네,경기도 하남시 하남대로801번길 25  1층 일부호 (신장동),
일반음식점,교동짬뽕,경기도 하남시 하남대로 947  하남테크노밸리 U1 CENTER C동 102호 (풍산동),
일반음식점,김준호의 대단한갈비 하남미사로데오점,경기도 하남시 미사강변한강로 279  하남미사 롯데캐슬 헤븐시티 Ⅰ 1층 117호 (망월동),
일반음식점,오벧에돔,경기도 하남시 미사강변한강로 412  스마트프라자 2층 201 202 203호 (덕풍동),
일반음식점,역전할머니맥주 하남현대지산점,경기도 하남시 미사대로 520  현대지식산업센터 한강미사2차(25BL) 1층 DC01-023호 DC01-024호 (덕풍동),
일반음식점,맘스터치 하남미사점,경기도 하남시 미사강변대로 208  우승프라자 1층 102 103호 (망월동),
일반음식점,프레드피자 하남점,경기도 하남시 미사강변중앙로 189  에코브리지2 1층 110호 (망월동),
일반음식점,와이에이치 푸드(YH푸드),경기도 하남시 미사강변동로 125  미사푸르지오시티 A동 1층 S-105호 (망월동),
일반음식점,개취,경기도 하남시 미사강변중앙로 185  골든타임 3층 310호 (망월동),
일반음식점,부엉이 오뎅바,경기도 하남시 미사강변중앙로 200  e편한세상 시티 미사 1층 132호 (망월동),
일반음식점,1953 연남 서서갈비,경기도 하남시 미사강변북로30번길 46  1층의 일부 (망월동),
일반음식점,키토분식 미사역점,경기도 하남시 미사강변동로 127  경서타워 1층 106호 (망월동),
일반음식점,윤가우동,경기도 하남시 미사강변중앙로198번길 35  우성르보아리버 1층 106호 (망월동),
일반음식점,카페 노이(CAFE NOI),경기도 하남시 감일백제로180번길 30-1  감일수자인 근린생활시설 지1층 115호 (감이동),
일반음식점,준베이커리카페,경기도 하남시 감일로102번길 21  마크온감일 지하1  지상1층 B105  103  104  106호 (감일동),
일반음식점,파슷타애요 하남점,경기도 하남시 미사강변대로 84  미사탑프라자 2층 208호 일부호 (풍산동),
일반음식점,강릉해변 메밀막국수,경기도 하남시 서하남로 278-13  1층 일부호 (광암동),
일반음식점,항방 양육관 미사직영점,경기도 하남시 미사강변한강로 135  미사강변 스카이폴리스 지하1층 B107 B108호 (망월동),
일반음식점,델리 713,경기도 하남시 미사강변대로54번길 75  홍우프라자 2층 201호 일부호 (풍산동),
일반음식점,올라잇(holaeat),경기도 하남시 신우실로 73  뉴욕타워 1층 108호 (감일동),
일반음식점,파인페어,경기도 하남시 미사강변중앙로 181  2층 212호~214호 (망월동),
일반음식점,라쿵푸마라탕 미사점,경기도 하남시 미사강변대로226번안길 25  디럭스프라자1 1층 113호 (망월동),
일반음식점,잭슨피자 하남미사점,경기도 하남시 미사강변남로 33  황금프라자 1층 102호 (망월동),
일반음식점,하남돼지집 미사숲공원점,경기도 하남시 미사강변대로54번길 15  1층 105호~108호 (풍산동),
일반음식점,국밥쟁이(풍산점),경기도 하남시 조정대로 45  미사센텀비즈 지하1층 알비110호 (풍산동),
일반음식점,한아름 분식,경기도 하남시 서하남로47번길 167  1층 일부호 (감북동),
일반음식점,양고기 전문점,경기도 하남시 미사강변한강로 165  현대클러스터 한강미사3차 2층 에이씨02-0010  에이씨02-0011호 (망월동),
일반음식점,국제시장 육회&연어,경기도 하남시 미사강변중앙로198번길 29  미사푸르지오시티 B동 2층 203호 (망월동),
일반음식점,삼촌네 조개찜,경기도 하남시 미사강변남로 87  스타파크 1층 104호 105호호 (망월동),
일반음식점,달빛초밥,경기도 하남시 미사강변한강로 155  미사강변 SK V1 center 1층 124호 (망월동),
일반음식점,솔라멘,경기도 하남시 미사강변한강로 136  큰가람루 1층 일부호 (망월동),
일반음식점,리스닝커피로스터스,경기도 하남시 하남대로933번길 16  온화한가 1층 (풍산동),
일반음식점,셀렉더테이블 하남점 스낵바,경기도 하남시 미사대로 750  스타필드 하남 3층 (신장동),
일반음식점,고반식당 미사망월지점,경기도 하남시 미사강변북로30번안길 9  1층 (망월동),
일반음식점,피자마루업,경기도 하남시 미사강변대로226번안길 25  디럭스프라자1 1층 105호 (망월동),
일반음식점,미사대패,경기도 하남시 미사강변중앙로 185  골든타임 2층 209~211호 (망월동),
일반음식점,크림프(Creamff),경기도 하남시 미사강변중앙로 200  e편한세상 시티 미사 1층 106호 (망월동),
일반음식점,인생설렁탕 하남미사점,경기도 하남시 미사강변대로226번길 26  미사원프라자 2층 207호 (망월동),
일반음식점,만나,경기도 하남시 하남유니온로 10  상가동 102호 (신장동  하남 호반 써밋 에듀파크),
일반음식점,와줘서 고마워요,경기도 하남시 감일백제로 89  성준프라자 1층 103호 (감이동),
일반음식점,파스타어때 하남미사본점,경기도 하남시 미사강변동로 125  미사푸르지오시티 A동 1층 S104호 (망월동),
일반음식점,동궁찜닭,경기도 하남시 미사강변대로34번안길 11  미사스타프라자 1층 101호 (풍산동),
일반음식점,만선호프 하남미사점,경기도 하남시 미사강변중앙로 181  122 123호 (망월동),
일반음식점,가하,경기도 하남시 미사강변중앙로 181  1층 119호 (망월동),
일반음식점,교동짬뽕,경기도 하남시 미사강변중앙로7번안길 25  u-테크밸리 1층 D-105호 (풍산동),
일반음식점,블랙바(BLACK BAR),경기도 하남시 대청로 15  오피스텔트레벨 2층 211호 (신장동),
일반음식점,하남 김치찌개,경기도 하남시 미사대로 520  현대지식산업센터 한강미사2차(25BL) 2층 DC02-016호 (덕풍동),
일반음식점,프라임가든,경기도 하남시 미사강변한강로 279  하남미사 롯데캐슬 헤븐시티 Ⅰ 1층 126 127 128호 (망월동),
일반음식점,완판도 미사점,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1층 1053  1054호 (망월동),070 -8287-9855
일반음식점,신사동인동 하남점,경기도 하남시 미사강변한강로 279  하남미사 롯데캐슬 헤븐시티 Ⅰ 1층 106호 (망월동),
일반음식점,화복칼국수,경기도 하남시 하남대로 747  하남두산위브파크 1층 135호 (신장동),
일반음식점,삼산회관 하남미사점,경기도 하남시 미사강변한강로 270-1  미사강변 호반 써밋 201동 1-114호 (망월동),
일반음식점,북촌손만두 하남미사역점,경기도 하남시 미사강변한강로 279  하남미사 롯데캐슬 헤븐시티 Ⅰ 1층 107  108호 (망월동),
일반음식점,마라짱(하남감일점),경기도 하남시 신우실로 61  감일푸리마타워 122호 (감일동),
일반음식점,찐한삼촌,경기도 하남시 검단산로218번길 11  1층 일부호 (창우동),
일반음식점,고가네 고기,경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 1층 1110호 (망월동),
일반음식점,봉순이 봉평막국수 양곱창,경기도 하남시 하남대로 947  하남테크노밸리 U1 CENTER A동 1층 A-172호 (풍산동),
일반음식점,해미락,경기도 하남시 미사강변중앙로 11  두산 더프론트 미사 1층 129~132호 (풍산동),
일반음식점,칼국수랑 김치,경기도 하남시 감일로72번길 38  1층 (감일동),
일반음식점,만복국수집 미사강변점,경기도 하남시 미사강변중앙로 181  1층 111호 (망월동),
일반음식점,카페키노(KAFE KINO),경기도 하남시 미사강변한강로 135  나동 1층 163호 (망월동),
일반음식점,하이포차,경기도 하남시 미사강변중앙로 226  우성르보아파크 1층 125호 (망월동),
일반음식점,신 뉴 돈카츠 앤 우동,경기도 하남시 하남대로 947  하남테크노밸리 U1 CENTER B동 1층 118a  118b  119a호 (풍산동),
일반음식점,신장동 430-65,경기도 하남시 하남대로787번길 37  1층 일부호 (신장동),
일반음식점,스테이미사 브런치&레스토랑,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 2층 2010호 (망월동),
일반음식점,흑심돈까스,경기도 하남시 하남대로 747  하남두산위브파크 1층 147호 (신장동),
일반음식점,인쌩맥주 하남미사점,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1012 1042호 (망월동),
일반음식점,메가엠지씨커피 하남감일중앙점,경기도 하남시 감일백제로180번길 9  1층 106호 (감이동),
일반음식점,마마쿡 미사점,경기도 하남시 미사강변대로226번안길 35  청담프라자 1층 106호 107호 108호 (망월동),
일반음식점,사또순대국,경기도 하남시 대청로22번길 9-19  신일빌딩 1층 (신장동),
일반음식점,일동실비 하남덕풍점,경기도 하남시 신장로 164  1층 일부호 (덕풍동),
일반음식점,스와(soir),경기도 하남시 미사강변한강로136번길 25  수란가옥 1층 (망월동),
일반음식점,더 팀버(The Timber),경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 1층 1112호 (망월동),
일반음식점,우리동네 토스트,경기도 하남시 미사강변한강로 412  스마트프라자 1층 108호 109호 (덕풍동),
일반음식점,꾸브라꼬 숯불두마리치킨 위례점,경기도 하남시 위례대로 190  위례 효성해링턴 타워 1층 135호 (학암동),
일반음식점,원조 양평해장국 미사점,경기도 하남시 미사강변중앙로 174  해링턴타워 레이크파크 2층 202  203호 (망월동),
일반음식점,하루세끼,경기도 하남시 신장로154번길 56  1층 (덕풍동),
일반음식점,동동밤,경기도 하남시 미사강변중앙로 180  힐스테이트 미사역 그랑파사쥬(11-1BL) 1층 1004호 (망월동),
일반음식점,미분당 하남미사점,경기도 하남시 미사강변대로226번안길 35  청담프라자 1층 109호 (망월동),
일반음식점,바-작업,경기도 하남시 미사강변중앙로 181  3층 321호 (망월동),
일반음식점,오유샌드,경기도 하남시 미사강변중앙로198번길 29  미사푸르지오시티 B동 2층 220호 (망월동),
일반음식점,노랑통닭 하남감일점,경기도 하남시 감일백제로 155  1층 112호 (감이동),
일반음식점,미려돈,경기도 하남시 미사강변중앙로 220  우성미사타워 1층 101호 (망월동),
일반음식점,또봉이통닭(미사스카이폴리스점),경기도 하남시 미사강변한강로 135  스카이폴리스 지식산업센터 다동 지하1층 B138호 (망월동),
일반음식점,그늘집,경기도 하남시 미사강변한강로 135  스카이폴리스 지식산업센터 다동 지하1층 B137호 (망월동),
일반음식점,레인보우 스타,경기도 하남시 덕풍서로 70  하남풍산지구 이마트 1층 일부호 (덕풍동),
일반음식점,꾸브라꼬 숯불두마리치킨 감일점,경기도 하남시 감일로 126  1층 (감일동),
일반음식점,두부집고등어,경기도 하남시 미사대로 380  2층 일부호 (망월동),
일반음식점,대박식당,경기도 하남시 미사강변중앙로7번안길 25  u-테크밸리 1층 D-112 113호 일부호 (풍산동),
일반음식점,모어케이크(MORE CAKE),경기도 하남시 미사강변한강로 336  1층 (망월동),
일반음식점,프랭크버거 하남점,경기도 하남시 미사강변대로34번길 72  골든프라자 1층 106호 (풍산동),
일반음식점,아늑한집,경기도 하남시 미사강변한강로 155  미사강변 SK V1 center 1층 119호 120호 (망월동),
일반음식점,미사칼국수,경기도 하남시 월호로 66  1층 (덕풍동),
일반음식점,교동짬뽕 하남점,경기도 하남시 미사강변한강로 155  미사강변 SK V1 center 1층 118호 (망월동),
일반음식점,바이 더 크릭 루프탑(BY THE CREEK ROOF TOP),경기도 하남시 미사강변중앙로 221  센트럴파크2 3층 304호 (망월동),
일반음식점,홍윤곰탕,경기도 하남시 조정대로 45  미사센텀비즈 1층 R142호 (풍산동),
일반음식점,마사키,경기도 하남시 미사강변한강로 270-1  미사강변 호반 써밋 201동 1층 1-175호 176호 (망월동),
일반음식점,샤오바오 미사점,경기도 하남시 미사강변동로 81  미사역 큐브앤 타워 1층 109호 110호호 (망월동),
일반음식점,우리마을,경기도 하남시 미사강변한강로 155  미사강변 SK V1 center 1층 126호 130호 135호 136호 (망월동), 031-795 -6038
일반음식점,친정,경기도 하남시 미사대로 410  미사강변 오벨리스크 3층 337호 338호 (망월동),
일반음식점,카페220,경기도 하남시 미사강변한강로220번길 36  1층 (망월동),
일반음식점,춘옥이네,경기도 하남시 미사강변중앙로 161  미사파크뷰 2층 209호 일부호 (망월동),
일반음식점,강제로 시작한 떡볶이,경기도 하남시 미사강변한강로 319  천지인파크 1층 108호 (망월동),
일반음식점,빙츄르 미사호수공원점,경기도 하남시 미사강변중앙로 181  3층 312호 (망월동),
일반음식점,밀스버거(MEALS BURGER),경기도 하남시 미사강변한강로 319  천지인파크 1층 113호 (망월동),
일반음식점,빨간블럭,경기도 하남시 미사강변중앙로198번길 29  미사푸르지오시티 B동 1층 102호 (망월동),
일반음식점,신의주 찹쌀순대 미사풍산점,경기도 하남시 미사강변중앙로7번안길 25  유테크밸리 E동 101 102호 (풍산동),
일반음식점,물꼬기,경기도 하남시 미사강변대로 64  제일아이조움 1층 109호 (풍산동),
일반음식점,미식家,경기도 하남시 하남유니온로 30-1  하남유시티대명루첸리버파크 상가동 지하1층 B01 ~ B05호 (신장동),
일반음식점,민트팜,경기도 하남시 미사강변한강로 135  지1층 102호 일부호 (망월동),
일반음식점,후타츠 하남미사점,경기도 하남시 미사강변동로 100-1  미사역 파라곤 스퀘어 1층 1116호 (망월동),
일반음식점,미사도,경기도 하남시 미사강변중앙로 200  e편한세상 시티 미사 1층 109 110-1 110-2호 (망월동),
일반음식점,신토불이,경기도 하남시 수리북로 35  1층 (덕풍동),
일반음식점,황고집,경기도 하남시 검단산로 6  1층 (천현동),
일반음식점,생활맥주 하남미사점,경기도 하남시 미사강변중앙로 181  1층 120호 (망월동),
일반음식점,파티인테이블,경기도 하남시 미사대로 520  현대지식산업센터 한강미사2차 2층 DC02-033호 (덕풍동),
일반음식점,에바돈가츠 감일점,경기도 하남시 신우실로 61  1층 120호 (감일동),
일반음식점,24시 하남프렌즈,경기도 하남시 검단산로 349-47  1층 (창우동),
일반음식점,91,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1층 1039호 (망월동),
일반음식점,수정족발,경기도 하남시 수리북로 7-1  1층 일부호 (덕풍동),
일반음식점,디더블유비컴퍼니(누룽지통닭구이),경기도 하남시 미사강변한강로 270-1  미사강변 호반 써밋 201동 1층 1-103호 (망월동),
일반음식점,목삼고집,경기도 하남시 미사강변중앙로 181  1층 109호 (망월동),
일반음식점,돼지덕후,경기도 하남시 미사강변한강로 270-1  미사강변 호반 써밋 201동 1층 189호 (망월동),
